run0,1_model,2_mean,3_std,run1,run2,run3,run4
0.6467391304347826,AudioNTT2020-BYOLA-64x96d2048,0.6467391304347826,0.0,,,,
0.657608695652174,AudioNTT2020-BYOLA-64x96d2048,0.6652173913043479,0.0229551218281987,0.6956521739130435,0.6847826086956522,0.6304347826086957,0.657608695652174
0.6358695652173914,AudioNTT2020-BYOLA-64x96d2048,0.6489130434782608,0.1010109578738168,0.8260869565217391,0.5760869565217391,0.6739130434782609,0.532608695652174
0.6032608695652174,AudioNTT2020-BYOLA-64x96d2048,0.592391304347826,0.0157514964632494,0.5760869565217391,0.6032608695652174,0.5706521739130435,0.6086956521739131
0.6032608695652174,AudioNTT2020-BYOLA-64x96d2048,0.592391304347826,0.015751496463249404,0.5760869565217391,0.6032608695652174,0.5706521739130435,0.6086956521739131
